departure_hour,day_of_week,month,origin_airport,destination_airport,route_distance_km,weather_score,crew_duty_hours,historical_delay_rate,aircraft_age,gate_turnaround_mins,aircraft_type,delay_label,delay_probability,origin_encoded,destination_encoded,aircraft_encoded,is_peak_hour,is_monsoon,is_fog_season,is_peak_day,crew_risk,tight_turnaround,aging_aircraft,weather_monsoon,risk_score
12,1,10,BOM,HYD,614,0,8.7,0.2797065019793966,20,82,ATR72,0,0.3119,0,3,3,0,0,0,0,0,0,1,0,0.0978972756927888
17,3,8,BLR,BOM,841,0,5.4,0.283873126040949,16,40,A320,1,0.5335,2,0,0,1,1,0,0,0,0,0,0,0.09935559411433215
3,6,11,DEL,GOI,1927,1,4.9,0.3222436153586725,16,27,A320,1,0.6289,1,7,0,0,0,1,1,0,1,0,0,0.6127852653755352
2,6,6,BOM,MAA,1005,2,5.8,0.32816137198198864,2,84,A321,1,0.6813,0,5,2,0,1,0,1,0,0,0,2,0.684856480193696
1,4,5,BLR,DEL,1693,2,3.6,0.4485624393814653,15,45,B737,1,0.6294,2,1,1,0,0,0,1,0,0,0,0,0.7269968537835128
23,3,9,MAA,BOM,1060,0,13.2,0.30087485329487357,1,78,A321,0,0.4203,5,0,2,0,1,0,0,1,0,0,0,0.25530619865320575
13,0,6,DEL,BOM,1168,2,8.5,0.36863094151479114,19,66,A320,1,0.8475,1,0,0,0,1,0,0,0,0,1,2,0.6290208295301769
16,0,5,GOI,DEL,1921,0,6.8,0.306292626690438,6,25,B737,0,0.2725,7,1,1,0,0,0,0,0,1,0,0,0.2072024193416533
22,2,2,DEL,CCU,1354,0,9.7,0.46093113233554833,6,27,A321,0,0.4344,1,4,2,0,0,1,0,0,1,0,0,0.3413258963174419
4,5,12,PNQ,BOM,99,2,11.6,0.10852935588046402,21,22,A320,1,0.9934,8,0,0,0,0,1,0,1,1,1,0,0.8679852745581623
22,3,8,MAA,BOM,1035,1,1.8,0.31913231605675974,9,89,B737,0,0.4277,5,0,1,0,1,0,0,0,0,0,1,0.3616963106198659
3,3,12,BOM,PNQ,80,0,7.0,0.1624147622869832,8,56,ATR72,0,0.115,0,8,3,0,0,1,0,0,0,0,0,0.13684516680044412
3,0,12,DEL,CCU,1258,0,3.8,0.45216027858250585,15,59,A320,0,0.2309,1,4,0,0,0,1,0,0,0,0,0,0.23825609750387705
20,1,2,MAA,BOM,1007,0,7.7,0.33859557879610647,6,28,A321,0,0.4354,5,0,2,1,0,1,0,0,1,0,0,0.2985084525786373
19,2,10,BLR,DEL,1735,1,3.6,0.3590672835861304,6,81,A321,0,0.4936,2,1,2,1,0,0,0,0,0,0,0,0.3756735492551456
16,2,2,DEL,CCU,1346,0,12.1,0.42894215433645894,2,58,A320,0,0.3716,1,4,0,0,0,1,0,1,0,0,0,0.38012975401776067
8,3,11,DEL,BLR,1756,2,6.4,0.3704107584916023,11,85,A321,1,0.7482,1,2,2,1,0,1,0,0,0,0,0,0.7096437654720608
18,3,7,MAA,BOM,1037,1,10.7,0.3402161117043447,18,59,ATR72,1,0.8861,5,0,3,1,1,0,0,1,0,0,1,0.5190756390965207
7,2,7,BLR,HYD,508,1,13.7,0.2087185995732284,3,58,ATR72,1,0.7335,2,3,3,1,1,0,0,1,0,0,1,0.47305150985062994
18,5,12,HYD,BOM,626,0,8.7,0.3156146183131092,4,38,B777,1,0.4962,3,0,4,1,0,1,0,0,0,0,0,0.19046511640958821
7,2,1,BOM,DEL,1122,0,8.0,0.3649960031640067,1,29,B777,0,0.446,0,1,4,1,0,1,0,0,1,0,0,0.3077486011074024
22,0,11,BLR,BOM,828,0,7.4,0.2843398862759162,17,45,A320,0,0.2137,2,0,0,0,0,1,0,0,0,0,0,0.17951896019657065
17,2,7,BLR,DEL,1777,0,6.9,0.4370949086319956,10,40,ATR72,0,0.4948,2,1,3,1,1,0,0,0,0,0,0,0.15298321802119846
2,1,2,DEL,GOI,1879,0,9.9,0.32439617350715527,4,68,ATR72,0,0.2298,1,7,3,0,0,1,0,0,0,0,0,0.19353866072750434
23,5,4,BOM,PNQ,96,0,2.7,0.1413180258048048,16,37,A321,0,0.3265,0,8,2,0,0,0,0,0,0,0,0,0.04946130903168167
23,6,4,BOM,DEL,1167,0,12.3,0.4185636875203585,16,26,ATR72,1,0.6674,0,1,3,0,0,0,1,1,1,0,0,0.46649729063212547
14,0,1,PNQ,BOM,86,1,8.6,0.18038965101218912,3,43,ATR72,1,0.4922,8,0,3,0,0,1,0,0,0,0,0,0.3931363778542662
22,4,9,AMD,DEL,858,1,5.0,0.18591050391526492,9,20,B737,1,0.5244,6,1,1,0,1,0,1,0,1,0,1,0.48506867637034273
19,5,12,HYD,BLR,516,3,2.9,0.18350900467553533,19,75,B737,1,0.9734,3,2,1,1,0,1,0,0,0,1,0,0.8942281516364373
18,1,5,CCU,DEL,1352,1,11.7,0.4098934638579333,3,75,A320,1,0.714,4,1,0,1,0,0,0,1,0,0,0,0.5434627123502767
16,4,9,MAA,BOM,997,0,13.4,0.31044072833953956,2,87,A320,0,0.4242,5,0,0,0,1,0,1,1,0,0,0,0.3286542549188389
0,2,6,HYD,BOM,662,0,8.9,0.2604666578936116,9,64,B777,0,0.3042,3,0,4,0,1,0,0,0,0,0,0,0.09116333026276406
21,2,9,AMD,DEL,875,1,5.2,0.26844620049479495,7,83,B777,0,0.4074,6,1,4,0,1,0,0,0,0,0,1,0.34395617017317826
9,4,9,BLR,HYD,503,0,4.0,0.1484147064784717,5,63,A321,0,0.3094,2,3,2,1,1,0,1,0,0,0,0,0.1219451472674651
12,5,9,MAA,BOM,984,1,3.8,0.28376588075768155,19,61,ATR72,1,0.5635,5,0,3,0,1,0,0,0,0,1,1,0.3493180582651885
3,6,1,BOM,DEL,1187,0,9.7,0.3605280713031169,16,38,B777,0,0.4642,0,1,4,0,0,1,1,0,0,0,0,0.2761848249560909
9,5,4,AMD,DEL,850,0,13.0,0.17827685335218887,21,89,A320,1,0.5713,6,1,0,1,0,0,0,1,0,1,0,0.2123968986732661
14,4,10,BLR,BOM,856,0,2.0,0.333564593775787,5,27,B777,0,0.2834,2,0,4,0,0,0,1,0,1,0,0,0.2867476078215255
8,2,2,DEL,BLR,1690,0,11.8,0.40460730917748056,2,69,A321,1,0.5118,1,2,2,1,0,1,0,1,0,0,0,0.3716125582121182
10,6,7,AMD,DEL,865,0,6.9,0.21983557813770221,19,62,B737,0,0.3379,6,1,1,0,1,0,1,0,0,1,0,0.14694245234819578
13,0,9,DEL,BOM,1137,0,12.8,0.3444055759292912,17,52,A321,1,0.5378,1,0,2,0,1,0,0,1,0,0,0,0.2705419515752519
5,6,12,HYD,BLR,489,1,9.7,0.15093334830177385,16,44,A320,1,0.5804,3,2,0,0,0,1,1,0,0,0,0,0.45282667190562087
7,2,5,DEL,BOM,1180,2,14.0,0.38689088439014774,5,38,A320,1,0.9748,1,0,0,1,0,0,0,1,0,0,0,0.7854118095365518
11,5,11,BOM,HYD,619,1,9.0,0.21788380242317862,3,78,ATR72,0,0.4372,0,3,3,0,0,1,0,0,0,0,0,0.40625933084811255
4,3,4,DEL,GOI,1912,0,8.7,0.3512004036440316,15,65,B777,0,0.2905,1,7,4,0,0,0,0,0,0,0,0,0.12292014127541105
23,1,5,PNQ,BOM,82,0,3.2,0.0995473914482517,18,27,B777,0,0.3398,8,0,4,0,0,0,0,0,1,0,0,0.1348415870068881
15,1,4,MAA,BOM,1053,0,3.3,0.29561528734762654,16,23,B737,0,0.3682,5,0,1,0,0,0,0,0,1,0,0,0.20346535057166928
19,1,12,MAA,BOM,975,1,7.1,0.3223073373494808,10,57,A321,0,0.4789,5,0,2,1,0,1,0,0,0,0,0,0.4428075680723183
10,0,9,BOM,DEL,1111,0,1.2,0.3308938577568048,9,58,B777,0,0.2324,0,1,4,0,1,0,0,0,0,0,0,0.11581285021488168
15,2,2,BLR,HYD,501,0,1.1,0.20025122923976932,11,27,A320,0,0.2801,2,3,0,0,0,1,0,0,1,0,0,0.2500879302339193
3,2,7,DEL,BLR,1779,2,3.3,0.44563169035281364,1,57,B777,1,0.6783,1,2,4,0,1,0,0,0,0,0,2,0.6559710916234848
7,1,6,DEL,BLR,1758,2,6.3,0.40498462680241554,6,40,ATR72,1,0.882,1,2,3,1,1,0,0,0,0,0,2,0.6417446193808454
12,6,5,DEL,AMD,900,2,5.6,0.16436264328821112,12,85,A321,1,0.5657,1,6,2,0,0,0,1,0,0,0,0,0.6275269251508739
2,6,10,PNQ,BOM,141,1,7.5,0.16916407775597336,18,34,A321,1,0.5377,8,0,2,0,0,0,1,0,0,0,0,0.37920742721459066
12,4,9,DEL,BOM,1106,0,3.5,0.3557853020189444,4,21,B737,0,0.3923,1,0,1,0,1,0,1,0,1,0,0,0.29452485570663056
11,4,5,DEL,CCU,1289,0,1.4,0.48895212882837147,16,69,ATR72,0,0.2956,1,4,3,0,0,0,1,0,0,0,0,0.24113324508993
9,0,4,BLR,BOM,818,2,2.7,0.32991166183455606,11,57,A321,1,0.732,2,0,2,1,0,0,0,0,0,0,0,0.6154690816420946
2,5,10,BOM,HYD,588,1,13.0,0.28412300956100756,5,51,B777,1,0.5636,0,3,4,0,0,0,0,1,0,0,0,0.49944305334635264
10,5,7,DEL,CCU,1293,1,1.3,0.43903088036120597,12,89,A321,1,0.5756,1,4,2,0,1,0,0,0,0,0,1,0.4036608081264221
1,4,7,DEL,GOI,1914,0,10.6,0.34120013469982113,3,31,ATR72,1,0.5065,1,7,3,0,1,0,1,1,0,0,0,0.3394200471449374
11,1,10,DEL,AMD,882,1,7.2,0.24615692715496856,17,20,A321,1,0.5485,1,6,2,0,0,0,0,0,1,0,0,0.436154924504239
1,0,11,CCU,DEL,1343,0,6.2,0.4530264697815134,21,48,ATR72,0,0.2812,4,1,3,0,0,1,0,0,0,1,0,0.2385592644235297
13,2,11,BLR,HYD,506,1,1.8,0.16008756636243188,20,21,B737,1,0.514,2,3,1,0,0,1,0,0,1,1,0,0.4860306482268512
10,6,6,BOM,HYD,631,0,2.0,0.21809449542374948,16,43,A320,0,0.4072,0,3,0,0,1,0,1,0,0,0,0,0.1463330733983123
13,1,12,BLR,DEL,1781,2,6.7,0.37980190763279825,2,64,ATR72,1,0.5519,2,1,3,0,0,1,0,0,0,0,0,0.7129306676714794
14,1,8,DEL,AMD,842,0,10.8,0.24325525767120038,17,58,ATR72,0,0.4973,1,6,3,0,1,0,0,1,0,0,0,0.2351393401849201
23,4,12,DEL,AMD,868,0,5.9,0.24372721054692695,7,46,B737,0,0.0975,1,6,1,0,0,1,1,0,0,0,0,0.23530452369142443
17,1,6,BLR,HYD,451,0,12.9,0.1502925392553115,19,35,A320,1,0.6801,2,3,0,1,1,0,0,1,0,1,0,0.202602388739359
10,2,11,CCU,DEL,1257,1,3.9,0.4196529302831234,15,55,A320,0,0.4179,4,1,0,0,0,1,0,0,0,0,0,0.4768785255990932
9,0,9,MAA,BOM,1021,0,1.6,0.2654685126406633,19,71,A321,0,0.4562,5,0,2,1,1,0,0,0,0,1,0,0.09291397942423214
11,6,5,BOM,BLR,821,2,13.3,0.2536310166573792,11,35,B737,1,0.8715,0,2,1,0,0,0,1,1,0,0,0,0.8087708558300828
16,1,1,DEL,CCU,1296,0,4.4,0.4059473546591119,13,61,ATR72,0,0.2124,1,4,3,0,0,1,0,0,0,0,0,0.22208157413068919
15,6,9,DEL,CCU,1353,0,11.1,0.45129016528936133,21,82,B737,1,0.6305,1,4,1,0,1,0,1,1,0,1,0,0.3779515578512765
8,4,4,PNQ,BOM,127,3,3.0,0.18385555985584778,15,55,A320,1,0.9235,8,0,0,1,0,0,1,0,0,0,0,0.8843494459495467
6,5,9,DEL,GOI,1901,1,10.0,0.38454122082948505,9,33,A320,1,0.6738,1,7,0,0,1,0,0,0,0,0,1,0.38458942729031975
4,0,12,DEL,CCU,1259,1,3.8,0.45813941318048396,6,74,B737,0,0.3833,1,4,1,0,0,1,0,0,0,0,0,0.4903487946131694
22,3,3,BOM,HYD,585,0,9.9,0.23744135839714117,12,82,A321,0,0.245,0,3,2,0,0,0,0,0,0,0,0,0.0831044754389994
23,1,2,DEL,GOI,1871,0,9.8,0.34541126863560806,13,56,A321,0,0.2882,1,7,2,0,0,1,0,0,0,0,0,0.2008939440224628
4,6,12,BLR,HYD,517,1,7.6,0.19985829979590705,8,42,A320,0,0.3999,2,3,0,0,0,1,1,0,0,0,0,0.4699504049285675
16,0,3,BLR,BOM,845,0,10.2,0.2542706797892261,14,60,A320,0,0.3517,2,0,0,0,0,0,0,1,0,0,0,0.2389947379262291
15,3,10,DEL,GOI,1883,2,12.9,0.3230018339714992,18,85,A320,1,0.8292,1,7,0,0,0,0,0,1,0,0,0,0.7630506418900247
2,4,12,DEL,BLR,1729,0,6.7,0.4330524043278632,1,76,A320,0,0.1732,1,2,0,0,0,1,1,0,0,0,0,0.3015683415147521
7,3,2,AMD,DEL,926,2,2.5,0.2350933311546885,6,86,B777,1,0.644,6,1,4,1,0,1,0,0,0,0,0,0.662282665904141
9,0,5,BOM,BLR,865,0,3.5,0.2650201752070635,20,32,A321,0,0.426,0,2,2,1,0,0,0,0,0,1,0,0.09275706132247222
12,0,7,PNQ,BOM,156,3,8.0,0.13477433065484792,8,82,A320,1,0.8039,8,0,0,0,1,0,0,0,0,0,3,0.7971710157291968
11,5,2,BLR,BOM,804,2,13.9,0.3148928800652399,15,51,B777,1,0.826,2,0,4,0,0,1,0,1,0,0,0,0.840212508022834
12,2,12,DEL,GOI,1917,1,12.9,0.30768069960979155,11,85,A320,1,0.5731,1,7,0,0,0,1,0,1,0,0,0,0.587688244863427
17,4,4,GOI,DEL,1882,0,7.4,0.32308876185521457,16,65,B777,0,0.3792,7,1,4,1,0,0,1,0,0,0,0,0.1830810666493251
11,1,9,BOM,BLR,883,0,9.0,0.2610547457292606,3,69,A320,0,0.3044,0,2,0,0,1,0,0,0,0,0,0,0.0913691610052412
8,1,9,CCU,DEL,1294,0,13.4,0.46675417292674026,10,30,ATR72,1,0.7067,4,1,3,1,1,0,0,1,0,0,0,0.3133639605243591
7,6,8,BLR,DEL,1708,3,1.4,0.3866899349709803,20,47,A320,1,1.0,2,1,0,1,1,0,1,0,0,1,3,0.9553414772398432
4,0,6,MAA,BOM,982,0,12.3,0.310453978075227,17,76,B737,1,0.5242,5,0,1,0,1,0,0,1,0,0,0,0.25865889232632944
21,5,2,BLR,BOM,811,1,9.0,0.3033843093038635,1,49,B737,0,0.4714,2,0,1,0,0,1,0,0,0,0,0,0.43618450825635224
10,2,6,BLR,DEL,1723,0,5.2,0.39879418789253845,9,39,B737,0,0.3295,2,1,1,0,1,0,0,0,0,0,0,0.13957796576238846
9,5,11,DEL,BOM,1196,3,5.8,0.38053000274922166,18,85,B777,1,1.0,1,0,4,1,0,1,0,0,0,0,0,0.9631855009622275
16,3,3,BOM,HYD,594,0,2.6,0.2094927235971044,17,20,B737,0,0.3338,0,3,1,0,0,0,0,0,1,0,0,0.17332245325898654
17,5,1,BOM,PNQ,155,2,11.4,0.19021058646024602,17,53,B777,1,1.0,0,8,4,1,0,1,0,1,0,0,0,0.7965737052610861
3,6,4,MAA,BOM,975,0,13.1,0.2607392581832278,8,85,B737,0,0.3543,5,0,1,0,0,0,1,1,0,0,0,0.3112587403641297
21,5,4,BOM,HYD,590,0,6.0,0.2387905996238101,7,71,A320,0,0.1455,0,3,0,0,0,0,0,0,0,0,0,0.08357670986833353
4,5,2,BOM,HYD,580,0,13.9,0.20588321499926424,18,80,A321,0,0.4324,0,3,2,0,0,1,0,1,0,0,0,0.3020591252497425
20,6,9,DEL,CCU,1347,2,5.7,0.4253582490677158,11,78,B777,1,0.9201,1,4,4,1,1,0,1,0,0,0,2,0.7188753871737006
13,2,10,DEL,GOI,1935,0,2.1,0.32562466744599566,13,40,A320,0,0.2502,1,7,0,0,0,0,0,0,0,0,0,0.11396863360609848
5,0,5,DEL,BLR,1691,0,8.5,0.4660401818860819,16,77,B737,0,0.3864,1,2,1,0,0,0,0,0,0,0,0,0.16311406366012865
4,5,9,AMD,DEL,904,2,9.0,0.20895945439924873,21,47,ATR72,1,0.8336,6,1,3,0,1,0,0,0,0,1,2,0.573135809039737
22,3,8,AMD,DEL,913,3,3.0,0.2011784355873246,15,29,A321,1,0.9805,6,1,2,0,1,0,0,0,1,0,3,0.9204124524555636
3,5,6,BOM,PNQ,84,1,2.9,0.10069961854764867,14,23,B737,1,0.6403,0,8,1,0,1,0,0,0,1,0,1,0.385244866491677
1,3,8,BOM,PNQ,138,0,10.9,0.1906925814670573,13,31,B777,1,0.5463,0,8,4,0,1,0,0,1,0,0,0,0.21674240351347004
6,3,2,HYD,BOM,661,0,10.8,0.2799379062134119,12,54,A321,0,0.362,3,0,2,0,0,1,0,1,0,0,0,0.3279782671746942
20,3,6,AMD,DEL,917,0,12.9,0.24555080765252957,15,74,ATR72,1,0.5982,6,1,3,1,1,0,0,1,0,0,0,0.23594278267838534
14,1,9,DEL,BLR,1724,0,2.4,0.4563036493244251,2,87,B777,0,0.2825,1,2,4,0,1,0,0,0,0,0,0,0.15970627726354877
0,2,2,DEL,AMD,848,2,6.2,0.23943601892269523,10,24,B737,1,0.6458,1,6,1,0,0,1,0,0,1,0,0,0.7638026066229433
20,2,5,PNQ,BOM,106,2,1.5,0.15043506363040215,8,25,B777,1,0.8102,8,0,4,1,0,0,0,0,1,0,0,0.6526522722706407
22,5,11,DEL,BLR,1746,0,2.9,0.45827927019948733,12,28,A320,0,0.4333,1,2,0,0,0,1,0,0,1,0,0,0.3403977445698206
10,0,8,BOM,HYD,591,0,1.3,0.2728299315631809,2,67,ATR72,0,0.2091,0,3,3,0,1,0,0,0,0,0,0,0.09549047604711332
21,4,3,DEL,GOI,1902,1,3.7,0.3820055746453842,17,80,ATR72,0,0.4528,1,7,3,0,0,0,1,0,0,0,0,0.45370195112588446
23,5,7,PNQ,BOM,130,1,14.0,0.11575031747043649,8,58,ATR72,1,0.6463,8,0,3,0,1,0,0,1,0,0,1,0.4405126111146528
4,5,9,CCU,DEL,1288,0,4.9,0.40491302853229877,5,81,A321,0,0.312,4,1,2,0,1,0,0,0,0,0,0,0.14171955998630456
17,6,5,DEL,CCU,1335,1,13.1,0.48446078670432496,14,78,A320,1,0.8438,1,4,0,1,0,0,1,1,0,0,0,0.6395612753465136
23,3,9,BOM,HYD,584,1,13.1,0.2518086905629457,12,32,B777,1,0.7207,0,3,4,0,1,0,0,1,0,0,1,0.488133041697031
7,5,11,DEL,AMD,932,0,13.0,0.2158203990094113,11,39,ATR72,1,0.6063,1,6,3,1,0,1,0,1,0,0,0,0.30553713965329393
22,0,11,BLR,BOM,882,1,5.7,0.348673755795873,10,20,B777,0,0.4895,2,0,4,0,0,1,0,0,1,0,0,0.5520358145285555
14,1,11,BOM,BLR,894,3,10.3,0.23274240657967984,19,27,ATR72,1,1.0,0,2,3,0,0,1,0,1,1,1,0,1.1614598423028881
14,5,2,CCU,DEL,1286,0,8.9,0.44183054963630913,16,68,B777,0,0.4267,4,1,4,0,0,1,0,0,0,0,0,0.23464069237270818
0,5,10,HYD,BOM,653,0,1.2,0.2713619457214357,14,25,ATR72,0,0.3585,3,0,3,0,0,0,0,0,1,0,0,0.19497668100250248
23,0,9,BOM,HYD,601,0,7.5,0.297653346052679,8,22,B777,0,0.3691,0,3,4,0,1,0,0,0,1,0,0,0.20417867111843765
6,2,6,AMD,DEL,871,2,13.6,0.2184960785653396,8,73,B777,1,0.7874,6,1,4,0,1,0,0,1,0,0,2,0.7264736274978688
5,0,7,BOM,BLR,864,2,8.8,0.24685585627203044,20,28,A320,1,0.9487,0,2,0,0,1,0,0,0,1,1,2,0.6863995496952107
5,3,12,BOM,HYD,664,1,6.4,0.2557843672740786,13,62,A321,0,0.3523,0,3,2,0,0,1,0,0,0,0,0,0.41952452854592753
20,0,1,BOM,PNQ,146,3,13.6,0.18276633424845312,11,59,B737,1,1.0,0,8,1,1,0,1,0,1,0,0,0,1.0439682169869586
0,3,3,DEL,CCU,1347,0,9.0,0.4926696428902723,6,81,ATR72,0,0.2971,1,4,3,0,0,0,0,0,0,0,0,0.1724343750115953
20,5,5,DEL,GOI,1916,0,4.1,0.36450046710732853,3,22,A320,0,0.4958,1,7,0,1,0,0,0,0,1,0,0,0.22757516348756499
23,1,12,DEL,GOI,1862,0,10.7,0.36258918106574267,7,84,B737,0,0.345,1,7,1,0,0,1,0,1,0,0,0,0.35690621337300993
3,6,4,AMD,DEL,868,2,9.0,0.17324103888375234,15,72,A321,1,0.6693,6,1,2,0,0,0,1,0,0,0,0,0.6306343636093132
18,5,4,BOM,HYD,654,1,8.3,0.27102718538941184,18,81,A321,1,0.7084,0,3,2,1,0,0,0,0,0,0,0,0.3448595148862941
0,5,7,DEL,BLR,1710,2,11.7,0.4201116549031245,7,61,B737,1,0.918,1,2,1,0,1,0,0,1,0,0,2,0.7970390792160936
6,2,1,DEL,AMD,916,2,5.3,0.2138240964428381,17,31,ATR72,1,0.6555,1,6,3,0,0,1,0,0,0,0,0,0.6548384337549933
6,6,2,CCU,DEL,1283,0,1.4,0.4776458482979402,7,49,A321,0,0.2411,4,1,2,0,0,1,1,0,0,0,0,0.3171760469042791
9,4,4,BLR,BOM,878,0,11.8,0.2520524261156235,12,78,A320,1,0.5008,2,0,0,1,0,0,1,1,0,0,0,0.3082183491404682
5,4,1,BLR,HYD,545,0,6.8,0.1770400419644528,9,86,A320,0,0.0708,2,3,0,0,0,1,1,0,0,0,0,0.2119640146875585
16,1,11,BLR,HYD,549,0,5.8,0.16469265402569733,16,63,B737,0,0.1659,2,3,1,0,0,1,0,0,0,0,0,0.13764242890899406
2,4,7,BOM,BLR,863,2,8.6,0.29525904728733854,6,21,B777,1,0.8681,0,2,4,0,1,0,1,0,1,0,2,0.7733406665505684
12,0,11,DEL,BOM,1129,0,4.3,0.3756351139498876,1,40,A320,0,0.2203,1,0,0,0,0,1,0,0,0,0,0,0.21147228988246064
21,1,5,DEL,CCU,1273,1,5.4,0.43318545353909604,10,84,B737,0,0.3733,1,4,1,0,0,0,0,0,0,0,0,0.4016149087386836
20,5,12,GOI,DEL,1927,2,12.2,0.3330417191611116,10,54,ATR72,1,0.9332,7,1,3,1,0,1,0,1,0,0,0,0.846564601706389
6,5,12,DEL,CCU,1318,0,13.9,0.43362134940718483,14,28,ATR72,1,0.6234,1,4,3,0,0,1,0,1,1,0,0,0.48176747229251465
14,6,4,PNQ,BOM,133,2,13.0,0.113507123290888,3,44,A320,1,0.8154,8,0,0,0,0,0,1,1,0,0,0,0.7597274931518108
1,6,6,BOM,MAA,1010,2,10.1,0.3622135588534557,21,41,A320,1,1.0,0,5,0,0,1,0,1,1,0,1,2,0.8467747455987096
16,4,4,DEL,CCU,1324,2,6.2,0.4229078073481011,8,44,A320,1,0.6392,1,4,0,0,0,0,1,0,0,0,0,0.7180177325718353
15,6,4,CCU,DEL,1326,0,5.0,0.43526980163181417,3,55,A321,0,0.2241,4,1,2,0,0,0,1,0,0,0,0,0.22234443057113495
3,1,7,BLR,HYD,507,1,4.8,0.16112051739242816,5,28,ATR72,1,0.5144,2,3,3,0,1,0,0,0,1,0,1,0.40639218108734987
17,6,11,DEL,CCU,1332,0,12.2,0.42741373136428534,4,75,B737,1,0.571,1,4,1,1,0,1,1,1,0,0,0,0.4495948059774999
21,0,9,DEL,CCU,1279,0,13.6,0.42707747615042035,9,42,B737,1,0.5408,1,4,1,0,1,0,0,1,0,0,0,0.2994771166526471
5,5,12,BOM,DEL,1176,0,11.7,0.372150532277076,20,55,A321,1,0.4989,0,1,2,0,0,1,0,1,0,1,0,0.3602526862969766
9,3,4,BOM,BLR,849,0,11.2,0.2794412965548015,3,46,B737,0,0.4618,0,2,1,1,0,0,0,1,0,0,0,0.2478044537941805
3,2,6,BOM,PNQ,78,1,2.5,0.1832708355290617,4,67,B777,0,0.4233,0,8,4,0,1,0,0,0,0,0,1,0.31414479243517157
13,4,3,GOI,DEL,1910,0,13.6,0.32313861891225976,18,76,A321,0,0.4293,7,1,2,0,0,0,1,1,0,0,0,0.3330985166192909
23,1,6,BLR,HYD,453,0,1.5,0.195773813077407,5,39,B777,0,0.2483,2,3,4,0,1,0,0,0,0,0,0,0.06852083457709245
22,4,8,DEL,BLR,1740,2,4.0,0.41548896624691534,13,67,ATR72,1,0.7162,1,2,3,0,1,0,1,0,0,0,2,0.7154211381864204
1,2,1,DEL,GOI,1868,0,4.4,0.339737783058294,18,51,B737,0,0.2359,1,7,1,0,0,1,0,0,0,0,0,0.19890822407040287
23,6,4,BOM,PNQ,80,0,9.7,0.14940217557411706,6,66,B737,0,0.2598,0,8,1,0,0,0,1,0,0,0,0,0.12229076145094098
22,3,8,CCU,DEL,1269,2,9.9,0.4713677894027464,15,31,A321,1,0.9085,4,1,2,0,1,0,0,0,0,0,2,0.6649787262909612
1,1,3,AMD,DEL,848,0,5.5,0.2681166649655379,10,57,A321,0,0.1072,6,1,2,0,0,0,0,0,0,0,0,0.09384083273793825
8,1,5,DEL,BOM,1118,2,3.1,0.3057519689865115,9,37,A321,1,0.7423,1,0,2,1,0,0,0,0,0,0,0,0.607013189145279
15,2,10,DEL,BOM,1133,2,1.2,0.311861827437985,3,25,B777,1,0.6747,1,0,4,0,0,0,0,0,1,0,0,0.7091516396032947
15,3,6,PNQ,BOM,138,0,5.9,0.12834255548387205,19,37,B737,0,0.3713,8,0,1,0,1,0,0,0,0,1,0,0.04491989441935521
16,0,1,BOM,PNQ,153,0,6.9,0.17640340715449032,14,86,ATR72,0,0.1706,0,8,3,0,0,1,0,0,0,0,0,0.1417411925040716
1,5,4,DEL,BLR,1694,0,7.4,0.464449576134718,11,33,B737,0,0.3558,1,2,1,0,0,0,0,0,0,0,0,0.1625573516471513
0,5,10,GOI,DEL,1850,0,4.5,0.3711511209283735,16,85,ATR72,0,0.2985,7,1,3,0,0,0,0,0,0,0,0,0.1299028923249307
23,1,11,BOM,MAA,985,1,12.7,0.3546112050987088,20,27,B737,1,0.7918,0,5,1,0,0,1,0,1,1,1,0,0.704113921784548
4,1,9,GOI,DEL,1944,3,7.5,0.33390618903656816,6,45,B737,1,0.8336,7,1,1,0,1,0,0,0,0,0,3,0.8668671661627989
19,4,8,BOM,DEL,1121,2,4.4,0.3797387939941954,15,27,A321,1,1.0,0,1,2,1,1,0,1,0,1,0,2,0.8029085778979683
5,6,1,BOM,MAA,1040,1,5.8,0.33300737056293583,3,38,B777,0,0.4532,0,5,4,0,0,1,1,0,0,0,0,0.5165525796970276
11,3,1,HYD,BLR,543,0,3.8,0.1622981674477897,9,36,ATR72,0,0.1349,3,2,3,0,0,1,0,0,0,0,0,0.13680435860672638
11,6,7,PNQ,BOM,151,0,13.1,0.18558538308764427,21,40,A321,1,0.6442,8,0,2,0,1,0,1,1,0,1,0,0.2849548840806755
3,4,10,HYD,BOM,575,1,12.9,0.2960343715200604,15,42,A321,1,0.6384,3,0,2,0,0,0,1,1,0,0,0,0.5736120300320211
9,5,6,DEL,GOI,1914,0,11.8,0.319342101283355,20,54,B737,1,0.7277,1,7,1,1,1,0,0,1,0,1,0,0.26176973544917426
9,3,1,DEL,BLR,1735,0,13.6,0.37498725408193745,5,80,A320,1,0.5,1,2,0,1,0,1,0,1,0,0,0,0.3612455389286781
14,3,11,BOM,PNQ,71,1,10.8,0.15002120105778632,8,48,B777,1,0.51,0,8,4,0,0,1,0,1,0,0,0,0.5325074203702251
8,0,2,BOM,PNQ,126,1,10.0,0.17679289006316284,12,64,ATR72,1,0.6207,0,8,3,1,0,1,0,0,0,0,0,0.391877511522107
18,6,8,DEL,BOM,1130,2,5.3,0.36120989856821134,9,62,ATR72,1,0.8445,1,0,3,1,1,0,1,0,0,0,2,0.696423464498874
